"","class","v","id"
"1","obs-parent",2.21097436701469,"xxx--xx|0001000|0000100"
"2","obs-parent",2.55971045667763,"xxx--xx|0001000|0000100"
"3","obs-parent",2.27701151065902,"xxx--xx|0001000|0000100"
"4","obs-parent",4.07183234847259,"xxx--xx|0001000|0000100"
"5","obs-parent",0.937293328772391,"xxx--xx|0001000|0000100"
"6","obs-parent",1.38695665157648,"xxx--xx|0001000|0000100"
"7","obs-parent",0.707879226111611,"xxx--xx|0001000|0000100"
"8","obs-parent",0.84600427668754,"xxx--xx|0001000|0000100"
"9","obs-parent",1.14625069244059,"xxx--xx|0001000|0000100"
"10","obs-parent",3.56936939508711,"xxx--xx|0001000|0000100"
"11","pred",1.93492075994662,"xxx--xx|0001000|0000100"
"12","pred",1.48412762558786,"xxx--xx|0001000|0000100"
"13","pred",2.35685368325842,"xxx--xx|0001000|0000100"
"14","pred",1.64964606758444,"xxx--xx|0001000|0000100"
"15","pred",2.02184671138032,"xxx--xx|0001000|0000100"
"16","pred",2.22006697720192,"xxx--xx|0001000|0000100"
"17","pred",2.85602366337955,"xxx--xx|0001000|0000100"
"18","pred",2.12423674797018,"xxx--xx|0001000|0000100"
"19","pred",1.74433833923008,"xxx--xx|0001000|0000100"
"20","pred",2.0576230520408,"xxx--xx|0001000|0000100"
"21","pred",2.44023890882525,"xxx--xx|0001000|0000100"
"22","pred",1.07262928258144,"xxx--xx|0001000|0000100"
"23","pred",0.822730720165259,"xxx--xx|0001000|0000100"
"24","pred",1.30652909811802,"xxx--xx|0001000|0000100"
"25","pred",0.914486378261398,"xxx--xx|0001000|0000100"
"26","pred",1.12081695147936,"xxx--xx|0001000|0000100"
"27","pred",1.23070096633028,"xxx--xx|0001000|0000100"
"28","pred",1.58324551397697,"xxx--xx|0001000|0000100"
"29","pred",1.17757718361099,"xxx--xx|0001000|0000100"
"30","pred",0.966979330688077,"xxx--xx|0001000|0000100"
"31","pred",1.14064967611099,"xxx--xx|0001000|0000100"
"32","pred",1.35275395472667,"xxx--xx|0001000|0000100"
"33","pred",2.04961111258241,"xxx--xx|0001000|0000100"
"34","pred",1.57209769870852,"xxx--xx|0001000|0000100"
"35","pred",2.4965536573552,"xxx--xx|0001000|0000100"
"36","pred",1.74742706881816,"xxx--xx|0001000|0000100"
"37","pred",2.14168950654993,"xxx--xx|0001000|0000100"
"38","pred",2.35165906601561,"xxx--xx|0001000|0000100"
"39","pred",3.02531140263467,"xxx--xx|0001000|0000100"
"40","pred",2.25014860273436,"xxx--xx|0001000|0000100"
"41","pred",1.84773212329798,"xxx--xx|0001000|0000100"
"42","pred",2.1795864514291,"xxx--xx|0001000|0000100"
"43","pred",2.5848814527279,"xxx--xx|0001000|0000100"
"44","pred",2.13099273028789,"xxx--xx|0001000|0000100"
"45","pred",1.63451922498077,"xxx--xx|0001000|0000100"
"46","pred",2.59568152316194,"xxx--xx|0001000|0000100"
