"","class","v","id"
"1","obs-parent",2.39138195183367,"xxx----|0001000|0000111"
"2","obs-parent",9.92674681051346,"xxx----|0001000|0000111"
"3","obs-parent",4.55402302131803,"xxx----|0001000|0000111"
"4","obs-parent",9.62117539715077,"xxx----|0001000|0000111"
"5","obs-parent",12.7512644596905,"xxx----|0001000|0000111"
"6","obs-parent",3.20468286685343,"xxx----|0001000|0000111"
"7","obs-parent",5.14802602409864,"xxx----|0001000|0000111"
"8","obs-parent",19.7079272129453,"xxx----|0001000|0000111"
"9","obs-parent",3.24184689653148,"xxx----|0001000|0000111"
"10","obs-parent",3.84376255010329,"xxx----|0001000|0000111"
"11","obs-parent",19.5172415199344,"xxx----|0001000|0000111"
"12","obs-parent",3.28711436125211,"xxx----|0001000|0000111"
"13","obs-parent",5.39736061785841,"xxx----|0001000|0000111"
"14","obs-parent",9.10804604263607,"xxx----|0001000|0000111"
"15","pred",3.40516793076396,"xxx----|0001000|0000111"
"16","pred",4.17378679648998,"xxx----|0001000|0000111"
"17","pred",3.0403509330803,"xxx----|0001000|0000111"
"18","pred",2.54803636854358,"xxx----|0001000|0000111"
"19","pred",4.94493854849481,"xxx----|0001000|0000111"
"20","pred",3.03385837325818,"xxx----|0001000|0000111"
"21","pred",4.53600814523781,"xxx----|0001000|0000111"
"22","pred",2.68884606003738,"xxx----|0001000|0000111"
"23","pred",4.41111347104172,"xxx----|0001000|0000111"
"24","pred",3.42432621713448,"xxx----|0001000|0000111"
"25","pred",2.51369536819264,"xxx----|0001000|0000111"
"26","pred",4.12566161568204,"xxx----|0001000|0000111"
"27","pred",3.65311252022256,"xxx----|0001000|0000111"
"28","pred",13.1111216640867,"xxx----|0001000|0000111"
"29","pred",4.41860081204494,"xxx----|0001000|0000111"
"30","pred",4.73008993163733,"xxx----|0001000|0000111"
"31","pred",7.25517888149587,"xxx----|0001000|0000111"
"32","pred",4.35133127531575,"xxx----|0001000|0000111"
"33","pred",2.77522230246228,"xxx----|0001000|0000111"
"34","pred",5.5447127329871,"xxx----|0001000|0000111"
"35","pred",4.98993848450459,"xxx----|0001000|0000111"
"36","pred",7.0343402284096,"xxx----|0001000|0000111"
"37","pred",2.85602366337955,"xxx----|0001000|0000111"
"38","pred",2.81077445342851,"xxx----|0001000|0000111"
"39","pred",3.1415661675573,"xxx----|0001000|0000111"
"40","pred",3.87906798128265,"xxx----|0001000|0000111"
"41","pred",3.3083351032813,"xxx----|0001000|0000111"
"42","pred",5.71026448986682,"xxx----|0001000|0000111"
"43","pred",3.81308577967277,"xxx----|0001000|0000111"
"44","pred",8.56529005181014,"xxx----|0001000|0000111"
"45","pred",5.9820412117799,"xxx----|0001000|0000111"
"46","pred",4.52271850278991,"xxx----|0001000|0000111"
"47","pred",12.0333078181466,"xxx----|0001000|0000111"
"48","pred",3.14984260858792,"xxx----|0001000|0000111"
"49","pred",4.37730187014341,"xxx----|0001000|0000111"
"50","pred",5.71379787757944,"xxx----|0001000|0000111"
"51","pred",15.0907138924458,"xxx----|0001000|0000111"
"52","pred",9.06897360186984,"xxx----|0001000|0000111"
"53","pred",12.7379090424605,"xxx----|0001000|0000111"
"54","pred",3.59879904836105,"xxx----|0001000|0000111"
"55","pred",10.8968287464327,"xxx----|0001000|0000111"
"56","pred",5.42927270662252,"xxx----|0001000|0000111"
"57","pred",5.25078081744851,"xxx----|0001000|0000111"
"58","pred",8.65256873165877,"xxx----|0001000|0000111"
"59","pred",11.503983427319,"xxx----|0001000|0000111"
"60","pred",7.99989652129657,"xxx----|0001000|0000111"
"61","pred",7.5323701012208,"xxx----|0001000|0000111"
"62","pred",8.71134976923796,"xxx----|0001000|0000111"
"63","pred",3.56461458311293,"xxx----|0001000|0000111"
"64","pred",8.96352042045275,"xxx----|0001000|0000111"
"65","pred",14.0604241889455,"xxx----|0001000|0000111"
"66","pred",1.88766532989465,"xxx----|0001000|0000111"
"67","pred",2.31375156535631,"xxx----|0001000|0000111"
"68","pred",1.68542790363968,"xxx----|0001000|0000111"
"69","pred",1.41251180852373,"xxx----|0001000|0000111"
"70","pred",2.74124191412758,"xxx----|0001000|0000111"
"71","pred",1.68182873310604,"xxx----|0001000|0000111"
"72","pred",2.51455008562945,"xxx----|0001000|0000111"
"73","pred",1.4905700946789,"xxx----|0001000|0000111"
"74","pred",2.44531433832945,"xxx----|0001000|0000111"
"75","pred",1.89828578494919,"xxx----|0001000|0000111"
"76","pred",1.39347476921335,"xxx----|0001000|0000111"
"77","pred",2.28707322315611,"xxx----|0001000|0000111"
"78","pred",2.02511417669821,"xxx----|0001000|0000111"
"79","pred",7.26819067504099,"xxx----|0001000|0000111"
"80","pred",2.44946496887462,"xxx----|0001000|0000111"
"81","pred",2.62213992166676,"xxx----|0001000|0000111"
"82","pred",4.02193075796736,"xxx----|0001000|0000111"
"83","pred",2.41217389400734,"xxx----|0001000|0000111"
"84","pred",1.53845303069477,"xxx----|0001000|0000111"
"85","pred",3.07372858052759,"xxx----|0001000|0000111"
"86","pred",2.76618776724857,"xxx----|0001000|0000111"
"87","pred",3.89950817047457,"xxx----|0001000|0000111"
"88","pred",1.58324551397697,"xxx----|0001000|0000111"
"89","pred",1.55816147507892,"xxx----|0001000|0000111"
"90","pred",1.7415368806018,"xxx----|0001000|0000111"
"91","pred",2.15037328245039,"xxx----|0001000|0000111"
"92","pred",1.83398575374709,"xxx----|0001000|0000111"
"93","pred",3.16550270683181,"xxx----|0001000|0000111"
"94","pred",2.11379584577133,"xxx----|0001000|0000111"
"95","pred",4.74819492020359,"xxx----|0001000|0000111"
"96","pred",3.31616296966138,"xxx----|0001000|0000111"
"97","pred",2.50718293140808,"xxx----|0001000|0000111"
"98","pred",6.6707012500172,"xxx----|0001000|0000111"
"99","pred",1.74612495117749,"xxx----|0001000|0000111"
"100","pred",2.42657077323612,"xxx----|0001000|0000111"
"101","pred",3.16746145119268,"xxx----|0001000|0000111"
"102","pred",8.36558372371919,"xxx----|0001000|0000111"
"103","pred",5.0274134474592,"xxx----|0001000|0000111"
"104","pred",7.06129910879602,"xxx----|0001000|0000111"
"105","pred",1.99500533629333,"xxx----|0001000|0000111"
"106","pred",6.04069057640446,"xxx----|0001000|0000111"
"107","pred",3.00973404637208,"xxx----|0001000|0000111"
"108","pred",2.91078651787659,"xxx----|0001000|0000111"
"109","pred",4.79657812518469,"xxx----|0001000|0000111"
"110","pred",6.37726864371146,"xxx----|0001000|0000111"
"111","pred",4.43476727522463,"xxx----|0001000|0000111"
"112","pred",4.17559256433488,"xxx----|0001000|0000111"
"113","pred",4.82916357440469,"xxx----|0001000|0000111"
"114","pred",1.97605507269932,"xxx----|0001000|0000111"
