"","class","v","id"
"1","obs-parent",12.1793638942226,"--xx--x|1100000|0000110"
"2","obs-parent",13.6620690639541,"--xx--x|1100000|0000110"
"3","obs-parent",11.3679371659969,"--xx--x|1100000|0000110"
"4","obs-parent",5.57094078335992,"--xx--x|1100000|0000110"
"5","obs-parent",6.07203069509071,"--xx--x|1100000|0000110"
"6","obs-parent",18.6954629296214,"--xx--x|1100000|0000110"
"7","obs-parent",9.19160609807309,"--xx--x|1100000|0000110"
"8","obs-parent",11.244501287205,"--xx--x|1100000|0000110"
"9","obs-parent",14.8461150494968,"--xx--x|1100000|0000110"
"10","obs-parent",8.63146223807953,"--xx--x|1100000|0000110"
"11","obs-parent",6.29526711770434,"--xx--x|1100000|0000110"
"12","obs-parent",8.37204232201901,"--xx--x|1100000|0000110"
"13","obs-parent",15.2253903996304,"--xx--x|1100000|0000110"
"14","obs-parent",14.1174713660859,"--xx--x|1100000|0000110"
"15","obs-parent",6.55335020140888,"--xx--x|1100000|0000110"
"16","obs-parent",6.37563222984525,"--xx--x|1100000|0000110"
"17","obs-parent",10.1489655903659,"--xx--x|1100000|0000110"
"18","obs-parent",8.09604092678761,"--xx--x|1100000|0000110"
"19","obs-parent",11.3850575532951,"--xx--x|1100000|0000110"
"20","obs-parent",6.92211499240341,"--xx--x|1100000|0000110"
"21","obs-parent",12.1820115820257,"--xx--x|1100000|0000110"
"22","obs-parent",15.3015173516286,"--xx--x|1100000|0000110"
"23","obs-parent",15.6137932159475,"--xx--x|1100000|0000110"
"24","obs-parent",14.1174713660859,"--xx--x|1100000|0000110"
"25","obs-parent",17.9482083781358,"--xx--x|1100000|0000110"
"26","obs-parent",5.54402802595239,"--xx--x|1100000|0000110"
"27","obs-parent",14.3126437812852,"--xx--x|1100000|0000110"
"28","obs-parent",23.1204245697685,"--xx--x|1100000|0000110"
"29","obs-parent",11.132056274333,"--xx--x|1100000|0000110"
"30","obs-parent",14.9632184986164,"--xx--x|1100000|0000110"
"31","obs-parent",6.07203069509071,"--xx--x|1100000|0000110"
"32","obs-parent",5.56602813716648,"--xx--x|1100000|0000110"
"33","obs-parent",20.1961020945408,"--xx--x|1100000|0000110"
"34","obs-parent",7.05552862457723,"--xx--x|1100000|0000110"
"35","obs-parent",11.3582691825814,"--xx--x|1100000|0000110"
"36","obs-parent",21.4479793907236,"--xx--x|1100000|0000110"
"37","obs-parent",15.5684042821802,"--xx--x|1100000|0000110"
"38","obs-parent",5.70952139986141,"--xx--x|1100000|0000110"
"39","obs-parent",5.87615873718456,"--xx--x|1100000|0000110"
"40","obs-parent",15.1800767377268,"--xx--x|1100000|0000110"
"41","obs-parent",12.8932080343809,"--xx--x|1100000|0000110"
"42","obs-parent",20.280582521603,"--xx--x|1100000|0000110"
"43","obs-parent",14.9371955099231,"--xx--x|1100000|0000110"
"44","obs-parent",9.10804604263607,"--xx--x|1100000|0000110"
"45","obs-parent",7.70680818992282,"--xx--x|1100000|0000110"
"46","obs-parent",13.0744531902356,"--xx--x|1100000|0000110"
"47","obs-parent",18.0759683000008,"--xx--x|1100000|0000110"
"48","obs-parent",17.001685946254,"--xx--x|1100000|0000110"
"49","obs-parent",18.7084188983876,"--xx--x|1100000|0000110"
"50","obs-parent",17.3880878995779,"--xx--x|1100000|0000110"
"51","obs-parent",11.3295206871814,"--xx--x|1100000|0000110"
"52","obs-parent",11.3850575532951,"--xx--x|1100000|0000110"
"53","obs-parent",22.2641125486659,"--xx--x|1100000|0000110"
"54","obs-parent",22.3561130137431,"--xx--x|1100000|0000110"
"55","obs-parent",14.4210729008404,"--xx--x|1100000|0000110"
"56","obs-parent",22.3797702761915,"--xx--x|1100000|0000110"
"57","obs-parent",11.9842711087317,"--xx--x|1100000|0000110"
"58","pred",3.6769005007404,"--xx--x|1100000|0000110"
"59","pred",4.39060758481824,"--xx--x|1100000|0000110"
"60","pred",4.07482268477789,"--xx--x|1100000|0000110"
"61","pred",3.80429475110395,"--xx--x|1100000|0000110"
"62","pred",4.80296574406629,"--xx--x|1100000|0000110"
"63","pred",3.91001327797441,"--xx--x|1100000|0000110"
"64","pred",3.53652833081287,"--xx--x|1100000|0000110"
"65","pred",4.39219339853886,"--xx--x|1100000|0000110"
"66","pred",2.78391120962714,"--xx--x|1100000|0000110"
"67","pred",4.77350568067105,"--xx--x|1100000|0000110"
"68","pred",3.0179378622198,"--xx--x|1100000|0000110"
"69","pred",4.72860238539761,"--xx--x|1100000|0000110"
"70","pred",4.19992486248948,"--xx--x|1100000|0000110"
"71","pred",3.6867899628915,"--xx--x|1100000|0000110"
"72","pred",3.07855842818171,"--xx--x|1100000|0000110"
