"","total_gDNA_count","total_cDNA_count","valid_gDNA_count","valid_cDNA_count","seed_start_in_zone","seed_end_in_zone","zone_length","perfect_wt_gDNA_count","perfect_wt_cDNA_count","post_mutated_valid_gDNA_count","post_mutated_valid_cDNA_count","nb_UDP_pre_merge","nb_UDP_post_merge","wt_gDNA_count","wt_cDNA_count","nb_deletion_UDP_post_merge","deletion_UDP_post_merge_gDNA_count","deletion_UDP_post_merge_cDNA_count","nb_deletion_out_seed_UDP_post_merge","deletion_out_seed_UDP_post_merge_gDNA_count","deletion_out_seed_UDP_post_merge_cDNA_count","nb_deletion_seed_UDP_post_merge","deletion_seed_UDP_post_merge_gDNA_count","deletion_seed_UDP_post_merge_cDNA_count","nb_full_deletion_seed_UDP_post_merge","full_deletion_seed_UDP_post_merge_gDNA_count","full_deletion_seed_UDP_post_merge_cDNA_count","nb_deletion_mre_only_UDP_post_merge","deletion_mre_only_UDP_post_merge_gDNA_count","deletion_mre_only_UDP_post_merge_cDNA_count"
"data_23_crok_GenERA.csv",55755,132022,49917,102384,26,33,56,18422,7761,49696,102236,1974,182,18940,7965,181,30541,91565,75,17113,12507,106,13428,79058,63,9285,59333,35,4093,19676
